what,kind,bundleId,bundleVersion,description,time
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action/configuration' does not exist.",1372948248129
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/user' does not exist.",1372948248130
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248131
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/manager' does not exist.",1372948248133
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration' does not exist.",1372948248134
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/base' does not exist.",1372948248136
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248137
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms' does not exist.",1372948248138
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248139
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user' does not exist.",1372948248140
error,log,,,"Resource '/5isbook/build/classes/parts' does not exist.",1372948248140
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration' does not exist.",1372948248141
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user' does not exist.",1372948248142
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action' does not exist.",1372948248144
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/base' does not exist.",1372948248146
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/inject' does not exist.",1372948248147
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/document' does not exist.",1372948248149
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration/providers' does not exist.",1372948248151
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/cms' does not exist.",1372948248152
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action' does not exist.",1372948248153
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/cms' does not exist.",1372948248154
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods' does not exist.",1372948248156
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model' does not exist.",1372948248157
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/order' does not exist.",1372948248158
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248160
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/order' does not exist.",1372948248161
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms/impl' does not exist.",1372948248162
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/manager' does not exist.",1372948248163
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms' does not exist.",1372948248164
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms' does not exist.",1372948248165
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms/impl' does not exist.",1372948248166
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/order' does not exist.",1372948248167
error,log,,,"Resource '/5isbook/build/classes' does not exist.",1372948248168
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user' does not exist.",1372948248169
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user/impl' does not exist.",1372948248171
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/cms' does not exist.",1372948248172
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms/impl' does not exist.",1372948248174
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248175
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/extension/acegi/ui/webapp' does not exist.",1372948248177
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248178
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration/providers' does not exist.",1372948248179
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/inject/injectors' does not exist.",1372948248181
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/action/configuration' does not exist.",1372948248182
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dto' does not exist.",1372948248183
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/cms' does not exist.",1372948248184
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/order/impl' does not exist.",1372948248186
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/hibernate3/inject' does not exist.",1372948248187
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms/impl' does not exist.",1372948248189
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/order' does not exist.",1372948248190
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user/impl' does not exist.",1372948248192
error,log,,,"Resource '/5isbook/build/classes' does not exist.",1372948248193
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/goods/detail/providers' does not exist.",1372948248195
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248197
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248198
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/cms' does not exist.",1372948248199
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/extension/acegi' does not exist.",1372948248200
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/dao/user/impl' does not exist.",1372948248201
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248203
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/exceluitl' does not exist.",1372948248204
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util' does not exist.",1372948248205
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/order' does not exist.",1372948248206
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/model/order' does not exist.",1372948248208
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/util/extension/acegi' does not exist.",1372948248209
error,log,,,"Resource '/5isbook/build/classes/com/wisbook/service/configuration/providers' does not exist.",1372948248210
